order_id,product_id,category,quantity,price
4340,3434,home,1,162.13
4340,9797,books,2,21.42
4341,7005,apparel,2,23.12
4341,8191,home,1,195.5
4341,5259,electronics,2,175.41
4341,8349,sports,1,178.23
4341,8231,books,3,12.11
4342,4864,beauty,3,53.41
4342,1351,apparel,1,26.81
4342,1684,sports,2,185.3
4343,6966,apparel,1,50.17
4343,7635,electronics,1,625.24
4343,4378,apparel,2,26.33
4343,1675,books,3,36.83
4343,5946,home,3,277.77
4344,3459,electronics,3,414.65
4344,3725,beauty,3,10.6
4344,3091,sports,2,143.74
4344,2407,toys,2,32.95
4344,5618,electronics,2,141.09
4345,6580,apparel,1,38.55
4346,3077,electronics,2,315.77
4346,2185,apparel,1,129.69
4346,2792,sports,1,389.42
4347,7887,home,1,59.54
4348,3158,apparel,1,36.02
4348,1371,electronics,1,660.35
4348,2562,grocery,1,44.05
4348,3732,apparel,1,47.01
4349,5427,electronics,1,701.64
4350,1396,home,3,235.54
4350,1901,apparel,1,148.06
4351,1905,sports,3,344.8
4351,4695,grocery,2,23.29
4351,9525,home,2,67.19
4352,1137,grocery,1,19.53
4352,9661,electronics,2,442.85
4352,9584,apparel,1,73.3
4353,5790,grocery,3,13.01
4353,5532,home,2,152.32
4354,6826,sports,2,268.71
4354,5635,sports,1,59.88
4354,8459,home,1,227.75
4354,1114,electronics,1,548.16
4354,4378,electronics,3,114.35
4355,3497,grocery,2,3.79
4355,4929,home,3,294.44
4355,1974,electronics,3,293.47
4355,2251,apparel,2,105.4
4355,8032,beauty,2,19.17
4356,3431,toys,1,63.12
4356,3476,toys,1,57.22
4356,9866,books,3,28.42
4356,3368,grocery,2,35.67
4357,4247,home,2,280.64
4358,1240,books,2,26.39
4358,5517,electronics,2,652.46
4358,4935,electronics,2,186.41
4358,8959,apparel,1,69.35
4358,9374,beauty,2,61.43
4359,3628,toys,2,103.64
4359,3481,sports,1,95.9
4359,5019,apparel,1,106.39
4359,1333,grocery,3,38.61
4359,6630,books,3,18.29
4360,1225,apparel,3,45.27
4360,5510,sports,2,90.22
4361,6608,electronics,1,621.74
4361,5146,grocery,1,20.59
4361,9880,sports,2,288.33
4361,8052,electronics,2,123.15
4362,7371,apparel,3,91.28
4363,5629,electronics,3,633.25
4363,4203,grocery,2,19.31
4363,2697,electronics,3,411.16
4363,8673,electronics,3,257.86
4364,2107,grocery,2,47.4
4364,2617,beauty,2,36.5
4364,8377,apparel,2,47.41
4364,6272,home,1,36.84
4365,5730,home,2,299.91
4365,6448,apparel,2,71.07
4366,6456,sports,3,378.17
4366,7657,home,3,90.84
4366,9605,books,1,13.49
4366,7364,apparel,1,51.5
4366,6967,electronics,3,337.33
4367,1320,electronics,2,359.21
4367,1462,electronics,3,145.3
4368,1695,apparel,2,129.88
4368,3321,grocery,3,42.15
4368,6809,toys,3,90.22
4368,1949,beauty,3,38.15
4369,6796,home,3,158.04
4369,4611,sports,2,68.1
4369,4206,sports,2,354.28
4369,7784,apparel,3,49.32
4369,5259,beauty,1,82.28
4370,6601,apparel,3,74.39
4370,4474,electronics,2,75.67
4370,1848,sports,1,250.01
4370,7959,electronics,3,222.72
4370,9912,beauty,1,87.56
4371,4515,toys,2,95.13
4372,7887,apparel,1,90.47
4372,9071,grocery,2,26.51
4372,6617,home,3,75.17
4373,4819,grocery,3,3.88
4374,1879,books,1,38.26
4374,8263,beauty,1,62.88
4375,3831,grocery,2,48.27
4375,6540,apparel,1,55.12
4375,7753,grocery,3,10.22
4375,5942,home,1,103.94
4376,7240,books,2,24.18
4376,6028,apparel,1,123.25
4376,6791,grocery,1,9.98
4376,2408,apparel,3,71.44
4377,2449,beauty,2,42.96
4377,8416,electronics,1,660.07
4377,1727,apparel,1,81.34
4378,2872,electronics,1,169.75
4379,8124,beauty,2,24.26
4379,6783,sports,2,383.02
4380,9888,grocery,2,13.53
4380,8885,electronics,2,114.15
4380,4490,apparel,2,66.17
4380,9877,home,3,52.93
4381,2838,apparel,3,50.84
4381,9882,beauty,1,65.48
4381,5594,beauty,2,42.22
4381,8766,electronics,1,788.76
4382,1980,apparel,1,37.22
4382,6479,electronics,3,170.77
4382,3175,apparel,2,141.21
4383,2501,toys,1,18.79
4383,1051,toys,3,48.67
4384,8093,home,2,108.41
4385,4922,electronics,2,481.6
4385,6841,books,3,13.38
4385,5740,apparel,3,27.78
4385,8335,home,3,296.16
4385,8070,home,1,266.61
4386,6755,apparel,2,80.54
4386,9339,apparel,3,68.19
4387,5614,toys,1,79.44
4387,9527,apparel,1,96.43
4387,3157,grocery,3,34.56
4387,7316,electronics,1,622.97
4387,1969,apparel,3,101.74
4388,8473,books,2,32.44
4388,6703,apparel,1,129.3
4389,5523,toys,2,69.39
4389,9011,apparel,1,14.35
4389,7825,grocery,3,24.35
4389,9986,grocery,3,46.9
4390,8118,beauty,3,83.27
4391,2081,books,1,31.82
4391,6666,home,3,27.82
4391,3982,apparel,2,50.64
4391,9244,beauty,1,88.44
4392,2598,books,2,39.4
4393,4359,sports,2,276.26
4393,6338,home,2,150.04
4393,3289,sports,3,100.8
4394,1537,electronics,1,741.62
4394,4109,electronics,2,414.96
4394,9770,toys,3,54.94
4394,1024,apparel,3,58.46
4394,7078,electronics,2,294.41
4395,4844,sports,2,18.27
4395,2859,home,3,106.59
4395,2754,beauty,3,68.19
4395,8965,apparel,3,131.71
4395,8331,sports,2,388.98
4396,7838,electronics,1,439.31
4396,9583,home,2,275.16
4396,6857,apparel,1,45.26
4397,3687,apparel,3,52.67
4397,7049,beauty,1,77.9
4398,6370,electronics,2,682.03
4398,2909,sports,3,372.55
4398,1921,toys,1,20.77
4398,1477,beauty,1,20.39
4398,4297,home,2,181.55
4399,9040,home,2,87.02
4400,5236,electronics,3,97.17
4400,6707,beauty,2,22.22
4400,8033,home,3,111.45
4400,1797,books,1,13.81
4401,2197,sports,3,292.59
4401,1198,beauty,2,24.08
4401,9720,toys,1,97.82
4402,9427,electronics,1,277.62
4403,4257,books,3,21.8
4403,6318,beauty,3,17.42
4403,6328,apparel,2,123.73
4403,7732,beauty,3,81.16
4403,8091,electronics,2,379.35
4404,7856,grocery,3,11.05
4404,5348,grocery,1,7.48
4404,5932,home,1,84.15
4405,1985,electronics,1,440.32
4406,6086,electronics,1,204.35
4406,9937,toys,3,20.64
4406,4486,electronics,2,736.29
4406,1900,sports,1,315.48
4406,6999,grocery,2,21.86
4407,6066,electronics,1,240.56
4407,3072,beauty,2,48.66
4407,6029,electronics,2,510.87
4407,6362,toys,3,56.35
4407,6271,electronics,3,736.94
4408,2969,beauty,3,16.41
4408,2175,toys,2,38.2
4408,8075,books,3,36.15
4408,7413,electronics,3,76.5
4409,9140,apparel,3,10.17
4409,5954,apparel,3,133.56
4409,6627,home,3,271.51
4409,6644,electronics,1,721.82
4409,2137,apparel,3,72.26
4410,4637,grocery,3,13.62
4410,9361,home,2,204.96
4410,7937,electronics,1,298.53
4410,2043,electronics,2,426.69
4411,2625,toys,1,89.97
4412,4502,grocery,1,13.06
4412,1504,apparel,3,78.48
4412,3445,apparel,1,85.67
4412,9644,electronics,1,771.84
4413,6312,sports,1,262.86
4413,2422,beauty,1,46.34
4413,8702,home,3,47.03
4414,2977,books,3,30.92
4414,6560,beauty,3,77.65
4415,6610,apparel,1,143.12
4415,7659,grocery,3,49.19
4415,7938,apparel,2,76.56
4416,3448,apparel,1,105.52
4416,5232,electronics,1,236.87
4416,2489,apparel,3,54.77
4417,6168,books,2,21.04
4417,7927,beauty,3,44.64
4417,1117,sports,1,131.95
4417,1457,sports,3,388.67
4418,7025,grocery,1,47.06
4418,7390,grocery,2,22.47
4419,1172,sports,3,145.1
4419,4805,electronics,3,492.93
4419,3626,grocery,3,13.39
4420,1270,books,1,26.68
4420,4337,apparel,2,123.51
4420,2504,electronics,2,721.09
4420,7828,apparel,1,18.3
4421,5607,beauty,2,73.06
4421,3270,home,2,248.61
4421,1833,toys,2,30.02
4421,9596,electronics,1,148.58
4421,3875,grocery,3,50.82
4422,5311,sports,3,104.42
4422,2303,apparel,3,35.24
4422,1839,electronics,2,363.61
4423,7636,grocery,1,8.81
4423,8875,sports,1,156.9
4423,2869,home,2,242.78
4424,3419,beauty,2,78.66
4425,7021,toys,2,43.16
4425,2938,apparel,2,55.81
4426,8850,apparel,1,55.14
4426,7620,toys,2,16.27
4427,3683,electronics,1,165.66
4427,2436,grocery,3,38.53
4427,5096,home,2,242.31
4428,2828,apparel,2,128.29
4429,7510,toys,3,113.1
4429,7306,home,3,159.31
4429,8226,home,2,215.61
4429,4230,beauty,2,21.9
4429,7319,toys,3,46.34
4430,5582,apparel,3,61.14
4431,4550,grocery,3,5.05
4431,4791,home,1,79.29
4431,5226,grocery,1,54.36
4431,9156,toys,3,68.0
4432,3039,home,2,272.83
4432,7437,grocery,1,26.09
4432,9301,electronics,3,709.76
4432,3097,apparel,3,93.84
4433,9170,beauty,1,10.02
4433,6181,toys,2,79.95
4433,3153,sports,1,182.23
4433,4720,grocery,3,11.76
4434,9647,home,1,176.42
4434,3024,apparel,2,37.4
4434,3847,apparel,2,108.68
4434,3127,grocery,3,35.68
4434,6793,home,2,65.5
4435,9310,home,2,70.51
4435,2489,apparel,1,95.38
4436,2514,electronics,2,600.2
4436,4096,home,1,269.85
4436,2168,home,2,271.79
4437,5293,apparel,2,132.01
4437,5329,sports,1,20.35
4437,5437,toys,2,101.28
4438,5448,books,1,32.22
4438,7235,apparel,3,39.03
4438,7631,grocery,1,35.27
4438,4310,grocery,2,14.34
4439,8117,apparel,2,14.37
4439,9346,sports,3,243.27
4440,8085,electronics,3,512.78
4440,9696,books,1,17.81
4440,9770,sports,3,55.0
4440,9529,books,2,38.87
4441,3576,electronics,2,547.89
4441,7140,apparel,3,72.78
4441,6864,sports,1,223.17
4441,5349,home,3,295.18
4442,7630,grocery,2,23.06
4442,9096,home,3,289.48
4442,4571,electronics,2,475.99
4442,7741,electronics,1,761.2
4442,5606,sports,1,29.82
4443,7361,home,3,90.59
4443,5799,grocery,2,7.69
4443,1551,beauty,2,38.42
4444,7458,electronics,3,643.29
4445,8147,home,3,286.72
4445,3960,books,3,38.99
4446,4955,home,2,287.59
4446,3402,electronics,3,272.0
4447,4860,electronics,2,143.39
4447,1329,electronics,3,590.7
4447,4123,home,2,177.8
4448,7008,home,3,69.27
4448,6106,electronics,1,192.57
4448,6482,apparel,3,46.56
4448,7441,grocery,2,17.14
4449,4230,electronics,2,148.23
4449,5697,beauty,1,27.29
4449,2404,books,1,28.98
4449,1608,electronics,3,310.59
4450,4677,beauty,1,74.91
4450,5746,sports,1,188.05
4450,4719,apparel,1,139.2
4451,6490,home,1,157.79
4452,7087,toys,1,108.86
4452,6002,beauty,3,86.23
4452,8565,beauty,1,83.98
4452,4476,sports,3,192.12
4452,2164,sports,3,129.78
4453,9392,beauty,1,30.69
4453,2287,home,2,147.43
4453,6559,toys,2,41.62
4454,9814,books,2,25.4
4455,3729,electronics,1,456.61
4455,6865,beauty,1,32.21
4455,9006,sports,1,219.21
4456,2074,grocery,3,9.65
4457,9776,beauty,3,64.06
4458,9340,home,2,177.76
4458,3265,beauty,3,8.73
4458,6205,toys,1,16.01
4458,1103,home,1,278.24
4459,4900,grocery,1,4.2
4459,6286,sports,3,283.03
4459,7249,electronics,1,777.82
4459,7850,grocery,2,35.35
4459,3397,toys,1,71.48
4460,4926,apparel,2,95.99
4460,3444,apparel,1,29.76
4461,5414,home,1,132.86
4462,1801,apparel,1,75.61
4462,7968,books,3,39.82
4462,4612,home,3,144.46
4463,1947,home,1,275.11
4463,8673,toys,1,103.01
4464,3621,grocery,1,23.7
4464,2250,home,2,255.33
4464,5553,electronics,1,259.96
4465,1985,books,2,28.35
4465,2568,sports,2,337.0
4465,8945,sports,1,200.29
4466,8306,apparel,1,126.0
4466,1619,sports,3,128.61
4466,5446,toys,2,100.15
4466,7768,apparel,3,89.27
4467,3350,beauty,2,30.42
4467,6158,home,3,53.48
4467,9313,home,2,152.81
4467,6491,electronics,1,143.23
4468,9669,electronics,2,624.54
4468,4945,toys,1,18.27
4469,4563,grocery,1,38.46
4470,7642,books,1,31.42
4470,1046,grocery,2,31.41
4470,2712,apparel,2,113.11
4470,9852,electronics,1,450.45
4471,5406,grocery,1,54.4
4471,1848,home,1,268.39
4471,8012,beauty,1,84.81
4472,4410,grocery,1,20.55
4472,4638,electronics,1,577.35
4473,3654,beauty,2,35.07
4474,7045,apparel,2,80.41
4474,7773,electronics,3,654.47
4474,8684,home,2,129.55
4474,4502,home,2,106.03
4475,6768,grocery,3,50.82
4476,6400,electronics,3,456.5
4476,7485,books,3,8.88
4476,6313,sports,1,134.18
4476,9689,beauty,3,33.7
4476,7307,electronics,3,542.36
4477,1557,grocery,2,42.75
4478,5159,electronics,1,636.79
4479,7198,books,2,35.24
4479,5344,home,1,41.55
4479,4114,electronics,1,192.0
4479,6699,beauty,1,34.66
4480,3827,electronics,2,165.3
4480,5133,electronics,2,730.34
4480,9798,books,2,9.02
4481,1755,sports,3,331.29
4481,8269,beauty,3,86.99
4482,6592,electronics,1,385.6
4483,2031,beauty,2,16.61
4483,9349,grocery,1,4.4
4483,5625,apparel,3,67.35
4483,1797,grocery,3,45.69
4483,8560,grocery,3,10.7
4484,5027,grocery,3,47.54
4485,7831,apparel,2,147.16
4485,9525,beauty,3,42.7
4485,8174,electronics,3,401.82
4486,6144,home,2,261.11
4486,8516,apparel,1,132.82
4486,6297,books,2,17.85
4486,8441,beauty,1,60.89
4486,9389,grocery,2,49.23
4487,5423,home,3,238.4
4487,7826,home,1,41.51
4487,7852,apparel,2,149.32
4487,6889,beauty,3,73.2
4488,8477,electronics,1,307.85
4488,6064,electronics,3,634.48
4489,9666,books,2,31.26
4489,6991,sports,3,66.22
4489,7630,electronics,1,157.37
4489,4618,sports,1,392.45
4489,6627,home,2,175.78
4490,5058,electronics,3,307.99
4490,2802,electronics,1,776.87
4491,7571,beauty,1,89.12
4491,4718,sports,1,205.37
4491,2629,toys,2,46.87
4492,9742,electronics,3,72.09
4492,5506,grocery,1,51.5
4493,7157,beauty,1,30.15
4493,4278,apparel,1,110.78
4493,1845,toys,1,90.87
4494,8959,apparel,1,52.56
4494,9431,books,1,33.47
4494,6106,beauty,2,84.35
4494,5453,home,2,219.31
4495,9936,sports,2,143.45
4495,7256,electronics,3,475.81
4496,8831,home,3,212.47
4496,2881,apparel,3,81.39
4496,1597,electronics,3,708.76
4496,8718,toys,1,54.95
4497,1662,apparel,2,62.02
4497,1113,beauty,1,32.27
4497,7224,home,2,116.59
4497,7809,sports,3,240.63
4497,5099,books,3,8.59
4498,8767,home,2,38.81
4498,3766,sports,2,276.11
4498,4450,beauty,2,56.09
4499,5953,apparel,1,46.32
4499,9799,apparel,1,112.76
4500,6092,sports,1,335.71
4500,4487,grocery,3,34.28
4501,9429,sports,1,297.59
4502,4823,apparel,2,70.96
4502,3482,grocery,2,49.3
4503,2693,grocery,2,10.42
4503,5041,electronics,3,664.88
4503,8449,electronics,1,667.54
4503,3018,toys,2,100.24
4503,8146,apparel,1,115.99
4504,3693,sports,1,134.56
4504,2377,toys,2,111.2
4504,9950,grocery,3,4.68
4504,9254,home,2,117.64
4504,9082,apparel,2,82.44
4505,4391,electronics,3,672.82
4505,1451,sports,1,262.19
4506,3662,home,2,133.85
4506,6436,sports,2,144.95
4506,4098,electronics,2,294.67
4506,7773,beauty,3,44.86
4506,8854,electronics,2,307.65
4507,9412,apparel,1,125.68
4507,2551,apparel,2,87.03
4507,3103,electronics,1,96.72
4507,9674,apparel,3,16.44
4508,6236,electronics,3,664.09
4508,9381,home,1,60.16
4508,2575,beauty,2,11.36
4508,2579,apparel,3,20.84
4508,1527,grocery,2,14.46
4509,4333,electronics,2,752.79
4509,9038,electronics,3,151.55
4509,5360,beauty,3,60.9
4509,1636,beauty,2,65.14
4509,6000,home,3,123.37
4510,8520,electronics,3,160.0
4510,5746,sports,2,302.77
4510,9372,toys,1,110.0
4510,4778,sports,1,273.65
4511,5465,books,2,26.79
4511,1019,grocery,2,30.87
4511,7027,toys,1,101.02
4511,5330,apparel,1,21.15
4511,8942,grocery,1,26.55
4512,8813,apparel,3,124.54
4512,3234,sports,3,175.04
4512,8602,grocery,2,6.76
4512,4198,sports,1,146.14
4513,9844,apparel,2,77.39
4514,3149,electronics,2,286.06
4514,4199,apparel,1,16.05
4514,9733,home,3,253.53
4514,6929,beauty,2,19.71
4514,8568,toys,1,70.43
4515,2439,toys,1,23.95
4516,4922,apparel,3,45.43
4516,9253,sports,3,24.42
4517,6155,books,1,8.29
4517,8704,sports,3,104.21
4517,3476,books,3,16.68
4517,3549,home,3,299.23
4517,2566,grocery,3,30.56
4518,5319,grocery,1,57.32
4518,9744,books,1,34.76
4518,4057,grocery,2,34.92
4519,9462,home,3,188.54
4519,7303,sports,3,42.79
4520,7781,toys,1,14.6
4520,3895,grocery,3,16.28
4520,3870,home,3,52.32
4520,2784,books,3,28.17
4520,8830,apparel,1,141.97
4521,7811,books,1,39.35
4521,7703,home,3,245.19
4521,6016,toys,2,26.78
4521,5920,beauty,2,89.26
4522,6677,home,1,159.0
4523,6751,home,2,80.74
4523,7251,electronics,3,797.98
4524,1161,beauty,1,45.09
4524,2365,home,2,290.41
4525,4891,grocery,1,39.98
4525,2560,electronics,3,265.79
4526,9801,apparel,1,51.72
4526,6621,apparel,1,65.08
4526,6566,toys,1,83.35
4527,5733,electronics,1,209.07
4528,4383,home,3,281.92
4528,1394,toys,2,11.78
4528,6902,grocery,1,21.35
4529,5639,electronics,3,72.8
4529,6587,apparel,1,43.87
4529,3615,books,3,12.63
4530,8781,apparel,1,103.28
4530,3809,toys,1,68.41
4530,8560,home,3,95.76
4530,1769,books,1,6.38
4530,2147,books,3,28.54
4531,2676,electronics,3,85.13
4531,7652,beauty,2,37.79
4531,5200,grocery,2,19.71
4532,4008,home,1,232.65
4532,8629,apparel,1,16.49
4532,6799,home,3,161.38
4532,1550,grocery,1,25.93
4532,7637,grocery,2,55.52
4533,7975,home,2,285.78
4533,1780,beauty,3,24.99
4533,7838,electronics,3,325.85
4533,4044,sports,3,183.97
4533,1798,grocery,3,25.17
4534,5091,electronics,1,766.55
4534,8263,toys,3,117.63
4534,6118,sports,3,338.56
4535,9138,electronics,3,536.02
4535,2311,home,2,266.79
4535,4696,apparel,1,117.8
4535,7254,apparel,2,18.28
4535,9281,apparel,2,17.82
4536,4404,apparel,2,69.92
4537,9017,home,1,267.47
4537,3786,toys,1,76.47
4537,8860,sports,1,333.0
4538,2846,apparel,3,68.29
4539,2948,electronics,2,197.57
4539,2134,apparel,2,92.86
4539,7161,electronics,2,494.57
4540,2358,grocery,2,9.76
4541,3346,sports,1,44.43
4541,6512,home,2,274.19
4541,7766,home,3,38.95
4541,5224,apparel,2,115.59
4541,2096,apparel,2,146.75
4542,4974,sports,2,215.65
4542,7835,electronics,3,130.69
4543,6983,grocery,1,10.61
4543,7552,apparel,3,123.78
4543,1171,home,3,56.33
4543,5295,apparel,2,73.32
4543,2053,toys,1,43.17
4544,8043,apparel,2,73.58
4545,8232,home,2,138.6
4545,2428,apparel,2,25.91
4545,1477,grocery,3,36.71
4545,2152,electronics,3,110.97
4546,9433,grocery,3,25.75
4546,7675,home,1,164.78
4547,6652,grocery,3,24.92
4547,5818,electronics,2,787.41
4547,2822,home,2,116.67
4548,3152,books,3,7.34
4548,5019,home,2,289.65
4548,2969,home,2,203.88
4548,4238,home,1,289.71
4548,1791,electronics,1,264.89
4549,3567,home,3,43.06
4549,6982,sports,3,147.89
4549,1209,home,1,43.67
4550,2771,apparel,3,117.48
4551,9632,home,2,269.84
4551,7743,electronics,3,603.54
4551,3351,apparel,2,147.24
4552,6549,grocery,3,3.67
4552,7759,sports,1,312.67
4552,4915,books,1,8.66
4552,4465,apparel,2,43.88
4552,7488,apparel,2,76.12
4553,5273,home,3,41.39
4554,9616,beauty,2,53.86
4554,2121,books,3,16.13
4554,1623,beauty,3,73.74
4554,1117,grocery,3,13.26
4554,7969,apparel,1,88.34
4555,2732,apparel,3,99.48
4555,3812,beauty,3,48.66
4555,8670,grocery,1,24.05
4555,5810,apparel,2,48.18
4556,2278,home,2,167.03
4556,9699,apparel,3,96.75
4557,6283,beauty,2,25.17
4557,2619,apparel,1,52.18
4557,8823,toys,3,62.25
4558,4594,books,3,26.09
4558,7916,beauty,3,64.87
4559,7328,home,1,126.44
4559,5693,apparel,1,56.29
4559,1864,grocery,2,52.89
4560,3728,sports,3,218.95
4560,7663,electronics,1,350.66
4560,1123,books,1,30.97
4560,4847,sports,2,168.19
4560,3852,apparel,3,25.15
4561,3656,apparel,1,99.51
4561,1912,books,3,25.58
4561,5713,home,3,243.8
4562,8597,sports,1,48.04
4562,6279,home,2,128.37
4562,3805,electronics,3,303.65
4562,8540,books,1,28.87
4563,7071,toys,1,35.91
4564,1177,books,3,12.38
4564,6080,books,2,17.74
4564,3593,beauty,2,27.34
4564,4542,beauty,1,47.29
4565,3114,home,1,229.24
4565,9501,sports,2,368.83
4566,7945,books,3,36.26
4566,8010,grocery,3,15.73
4567,5863,electronics,3,370.78
4567,4838,grocery,2,40.54
4568,4754,home,1,78.94
4568,2790,sports,3,209.37
4568,7718,electronics,3,174.15
4568,8717,grocery,1,7.12
4568,1150,electronics,2,475.45
4569,2083,apparel,2,45.12
4570,8257,home,2,81.07
4570,3157,electronics,1,164.88
4571,2676,beauty,1,37.23
4571,4465,sports,3,63.79
4571,9829,home,3,192.24
4571,1540,beauty,1,68.3
4571,1389,apparel,3,23.17
4572,3905,beauty,3,55.76
4572,6124,sports,1,334.22
4572,4609,electronics,2,714.1
4572,9454,electronics,1,742.71
4573,8777,beauty,2,47.76
4573,5720,electronics,2,206.15
4573,4431,home,1,272.03
4573,8411,home,2,25.47
4573,6024,grocery,3,26.53
4574,5229,electronics,2,747.61
4575,1593,home,2,89.21
4575,2029,apparel,3,11.59
4575,2729,apparel,2,84.6
4575,5251,books,2,35.66
4575,3571,home,1,236.97
4576,5591,apparel,2,65.36
4576,5880,apparel,3,112.38
4576,3319,books,2,38.93
4576,2079,electronics,1,730.21
4576,4164,beauty,2,74.97
4577,7485,grocery,3,21.24
4578,4933,toys,1,108.86
4578,2070,home,2,95.24
4578,3311,home,1,163.6
4578,9189,apparel,1,110.97
4579,4227,sports,3,62.67
4579,2152,home,3,28.1
4580,8654,home,3,268.45
4581,1387,grocery,1,51.36
4582,8377,grocery,2,21.21
4582,3668,toys,3,26.13
4583,5396,sports,1,268.54
4583,9251,home,3,54.49
4583,7307,electronics,3,349.11
4584,6604,books,1,31.72
4584,2470,sports,1,263.42
4584,1672,grocery,3,29.31
4585,4600,grocery,3,52.43
4585,1254,apparel,1,140.27
4585,3444,books,1,31.58
4585,3700,home,3,221.29
4585,2355,sports,1,64.03
4586,9757,electronics,3,702.65
4587,4205,beauty,2,53.68
4587,1242,apparel,2,81.33
4588,3713,home,3,91.84
4588,4038,home,3,218.44
4589,4037,apparel,2,120.05
4590,6633,electronics,2,84.3
4590,6412,grocery,1,5.97
4590,9463,grocery,3,59.39
4590,5094,electronics,2,170.01
4590,1255,apparel,1,51.34
4591,1772,home,2,113.87
4591,3690,grocery,2,38.06
4592,5588,electronics,3,489.93
4592,2752,home,2,244.41
4592,7948,beauty,1,39.52
4592,3168,electronics,3,731.98
4592,7461,home,2,43.86
4593,1127,sports,3,154.91
4593,3126,grocery,2,32.28
4594,9158,books,3,16.44
4594,5513,books,2,19.8
4595,8994,electronics,1,524.52
4595,2501,grocery,2,32.96
4595,1245,beauty,3,33.01
4595,4619,grocery,3,33.19
4595,9943,apparel,3,103.32
4596,7254,home,3,118.98
4596,8809,home,3,25.77
4596,1549,apparel,2,122.9
4596,8597,electronics,3,346.91
4596,2403,grocery,3,20.63
4597,7749,books,1,22.27
4598,7444,home,1,78.95
4599,5767,books,2,36.2
4600,5242,electronics,2,265.3
4600,1468,sports,2,298.75
4600,6123,home,2,118.93
4601,2786,apparel,2,93.18
4601,3368,apparel,1,130.38
4601,3899,sports,2,364.73
4602,3386,beauty,3,28.21
4602,1267,books,3,28.28
4602,3357,grocery,3,16.68
4602,1807,books,3,7.61
4602,3194,electronics,2,126.82
4603,3554,beauty,3,14.68
4603,9151,sports,1,257.19
4603,2154,sports,1,335.4
4603,1795,books,1,28.01
4604,1192,apparel,3,126.35
4604,5106,apparel,2,143.83
4604,3970,beauty,3,27.49
4604,3750,apparel,3,24.77
4604,7586,sports,1,96.17
4605,2418,electronics,2,723.69
4605,8808,books,3,7.86
4606,8381,apparel,3,23.92
4606,1863,electronics,3,378.87
4606,4333,home,1,39.24
4606,9081,grocery,3,44.6
4606,7095,sports,2,61.49
4607,4358,sports,1,113.72
4607,9851,sports,3,200.86
4608,2956,home,3,290.51
4609,2828,home,2,183.52
4610,6159,grocery,2,38.92
4610,5941,books,1,20.41
4610,6989,home,3,274.71
4610,1615,apparel,1,111.67
4611,2183,books,3,6.22
4611,1804,apparel,1,113.55
4611,9279,apparel,1,28.99
4611,3969,home,1,217.17
4611,8413,sports,3,63.48
4612,5079,beauty,1,35.44
4612,8901,home,1,121.52
4612,3114,apparel,1,133.69
4612,5847,sports,1,251.14
4612,6834,apparel,2,25.3
4613,2838,grocery,1,37.41
4613,8822,toys,1,80.2
4614,9577,beauty,3,56.18
4614,6645,home,2,106.02
4614,2630,books,3,6.44
4615,8896,sports,1,137.14
4615,7571,books,3,7.37
4616,6933,beauty,2,41.4
4616,8590,apparel,3,67.93
4616,3167,electronics,2,334.14
4617,1501,beauty,2,14.19
4617,9009,toys,2,39.56
4617,1332,electronics,1,448.97
4618,5102,toys,2,82.02
4618,1700,toys,3,83.57
4619,8010,apparel,3,105.38
4620,3372,electronics,2,639.47
4620,6495,home,2,196.55
4621,7002,apparel,3,112.02
4621,5596,grocery,1,24.6
4621,5512,grocery,1,51.47
4621,2537,books,1,15.7
4622,6033,electronics,1,392.91
4623,6680,toys,2,85.55
4624,1593,books,2,27.37
4624,8101,sports,1,367.46
4624,4474,beauty,3,36.61
4625,3980,apparel,2,78.26
4625,6349,beauty,3,44.62
4625,8051,home,2,276.2
4625,1164,grocery,1,14.2
4625,5668,books,2,14.04
4626,6577,apparel,1,78.28
4626,6276,books,2,26.53
4626,8256,home,2,29.62
4626,5607,books,2,31.56
4627,9645,sports,2,371.16
4627,8062,apparel,3,131.15
4627,9393,toys,3,42.22
4627,4585,toys,1,68.2
4627,8122,home,2,232.15
4628,6162,home,3,54.79
4628,4251,home,2,107.98
4628,1695,electronics,2,284.0
4628,5047,books,2,28.21
4629,9457,toys,2,58.34
4630,6281,apparel,2,55.73
4630,3487,grocery,1,24.41
4631,6584,home,2,226.93
4631,8401,apparel,1,145.48
4631,9258,sports,2,215.57
4632,5217,electronics,1,252.0
4632,7069,toys,1,101.53
4632,7662,toys,2,76.41
4633,1295,apparel,2,140.16
4633,5505,home,2,120.41
4633,4938,sports,1,339.64
4633,7993,grocery,3,23.76
4634,9280,books,3,39.22
4634,4525,electronics,1,474.42
4634,9763,home,3,260.34
4634,1289,apparel,3,136.27
4635,6914,grocery,2,59.97
4635,7084,sports,1,230.85
4635,4291,grocery,3,27.47
4635,1902,grocery,3,43.21
4636,3889,beauty,1,85.92
4637,2135,toys,2,118.49
4637,7358,home,3,117.84
4638,5107,apparel,3,37.79
4638,6374,electronics,2,126.34
4638,9582,sports,2,175.92
4639,7719,beauty,1,82.78
4639,5547,books,1,19.17
4639,8946,apparel,1,94.67
4640,6944,beauty,3,59.65
4640,7547,beauty,3,72.24
4640,2975,electronics,3,759.83
4640,6335,electronics,2,415.38
4641,2043,sports,1,48.13
4641,1824,electronics,3,532.41
4641,1721,home,2,210.53
4642,4091,electronics,3,53.36
